"Notes"	"Residence County"	"Residence County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Floyd County, IN"	"18043"	"Feb., 2022 (provisional)"	"2022/02"	84	Not Applicable	Not Applicable
	"Floyd County, IN"	"18043"	"Mar., 2022 (provisional)"	"2022/03"	67	Not Applicable	Not Applicable
	"Floyd County, IN"	"18043"	"Apr., 2022 (provisional and partial)"	"2022/04"	13	Not Applicable	Not Applicable
	"Fountain County, IN"	"18045"	"Jan., 2022 (provisional)"	"2022/01"	35	Not Applicable	Not Applicable
	"Fountain County, IN"	"18045"	"Feb., 2022 (provisional)"	"2022/02"	26	Not Applicable	Not Applicable
	"Fountain County, IN"	"18045"	"Mar., 2022 (provisional)"	"2022/03"	24	Not Applicable	Not Applicable
	"Franklin County, IN"	"18047"	"Jan., 2022 (provisional)"	"2022/01"	29	Not Applicable	Not Applicable
	"Franklin County, IN"	"18047"	"Feb., 2022 (provisional)"	"2022/02"	24	Not Applicable	Not Applicable
	"Franklin County, IN"	"18047"	"Mar., 2022 (provisional)"	"2022/03"	16	Not Applicable	Not Applicable
	"Fulton County, IN"	"18049"	"Jan., 2022 (provisional)"	"2022/01"	29	Not Applicable	Not Applicable
	"Fulton County, IN"	"18049"	"Feb., 2022 (provisional)"	"2022/02"	20	Not Applicable	Not Applicable
	"Fulton County, IN"	"18049"	"Mar., 2022 (provisional)"	"2022/03"	22	Not Applicable	Not Applicable
	"Gibson County, IN"	"18051"	"Jan., 2022 (provisional)"	"2022/01"	31	Not Applicable	Not Applicable
	"Gibson County, IN"	"18051"	"Feb., 2022 (provisional)"	"2022/02"	39	Not Applicable	Not Applicable
	"Gibson County, IN"	"18051"	"Mar., 2022 (provisional)"	"2022/03"	24	Not Applicable	Not Applicable
	"Gibson County, IN"	"18051"	"Apr., 2022 (provisional and partial)"	"2022/04"	10	Not Applicable	Not Applicable
	"Grant County, IN"	"18053"	"Jan., 2022 (provisional)"	"2022/01"	117	Not Applicable	Not Applicable
	"Grant County, IN"	"18053"	"Feb., 2022 (provisional)"	"2022/02"	92	Not Applicable	Not Applicable
	"Grant County, IN"	"18053"	"Mar., 2022 (provisional)"	"2022/03"	59	Not Applicable	Not Applicable
	"Grant County, IN"	"18053"	"Apr., 2022 (provisional and partial)"	"2022/04"	14	Not Applicable	Not Applicable
	"Greene County, IN"	"18055"	"Jan., 2022 (provisional)"	"2022/01"	42	Not Applicable	Not Applicable
	"Greene County, IN"	"18055"	"Feb., 2022 (provisional)"	"2022/02"	43	Not Applicable	Not Applicable
	"Greene County, IN"	"18055"	"Mar., 2022 (provisional)"	"2022/03"	36	Not Applicable	Not Applicable
	"Hamilton County, IN"	"18057"	"Jan., 2022 (provisional)"	"2022/01"	267	Not Applicable	Not Applicable
	"Hamilton County, IN"	"18057"	"Feb., 2022 (provisional)"	"2022/02"	204	Not Applicable	Not Applicable
	"Hamilton County, IN"	"18057"	"Mar., 2022 (provisional)"	"2022/03"	181	Not Applicable	Not Applicable
	"Hamilton County, IN"	"18057"	"Apr., 2022 (provisional and partial)"	"2022/04"	39	Not Applicable	Not Applicable
	"Hancock County, IN"	"18059"	"Jan., 2022 (provisional)"	"2022/01"	100	Not Applicable	Not Applicable
	"Hancock County, IN"	"18059"	"Feb., 2022 (provisional)"	"2022/02"	91	Not Applicable	Not Applicable
	"Hancock County, IN"	"18059"	"Mar., 2022 (provisional)"	"2022/03"	58	Not Applicable	Not Applicable
	"Hancock County, IN"	"18059"	"Apr., 2022 (provisional and partial)"	"2022/04"	25	Not Applicable	Not Applicable
	"Harrison County, IN"	"18061"	"Jan., 2022 (provisional)"	"2022/01"	51	Not Applicable	Not Applicable
	"Harrison County, IN"	"18061"	"Feb., 2022 (provisional)"	"2022/02"	47	Not Applicable	Not Applicable
	"Harrison County, IN"	"18061"	"Mar., 2022 (provisional)"	"2022/03"	38	Not Applicable	Not Applicable
	"Hendricks County, IN"	"18063"	"Jan., 2022 (provisional)"	"2022/01"	165	Not Applicable	Not Applicable
	"Hendricks County, IN"	"18063"	"Feb., 2022 (provisional)"	"2022/02"	119	Not Applicable	Not Applicable
	"Hendricks County, IN"	"18063"	"Mar., 2022 (provisional)"	"2022/03"	97	Not Applicable	Not Applicable
	"Hendricks County, IN"	"18063"	"Apr., 2022 (provisional and partial)"	"2022/04"	24	Not Applicable	Not Applicable
	"Henry County, IN"	"18065"	"Jan., 2022 (provisional)"	"2022/01"	74	Not Applicable	Not Applicable
	"Henry County, IN"	"18065"	"Feb., 2022 (provisional)"	"2022/02"	61	Not Applicable	Not Applicable
	"Henry County, IN"	"18065"	"Mar., 2022 (provisional)"	"2022/03"	34	Not Applicable	Not Applicable
	"Henry County, IN"	"18065"	"Apr., 2022 (provisional and partial)"	"2022/04"	10	Not Applicable	Not Applicable
	"Howard County, IN"	"18067"	"Jan., 2022 (provisional)"	"2022/01"	135	Not Applicable	Not Applicable
	"Howard County, IN"	"18067"	"Feb., 2022 (provisional)"	"2022/02"	93	Not Applicable	Not Applicable
	"Howard County, IN"	"18067"	"Mar., 2022 (provisional)"	"2022/03"	83	Not Applicable	Not Applicable
	"Howard County, IN"	"18067"	"Apr., 2022 (provisional and partial)"	"2022/04"	17	Not Applicable	Not Applicable
	"Huntington County, IN"	"18069"	"Jan., 2022 (provisional)"	"2022/01"	52	Not Applicable	Not Applicable
	"Huntington County, IN"	"18069"	"Feb., 2022 (provisional)"	"2022/02"	38	Not Applicable	Not Applicable
	"Huntington County, IN"	"18069"	"Mar., 2022 (provisional)"	"2022/03"	43	Not Applicable	Not Applicable
	"Jackson County, IN"	"18071"	"Jan., 2022 (provisional)"	"2022/01"	59	Not Applicable	Not Applicable
	"Jackson County, IN"	"18071"	"Feb., 2022 (provisional)"	"2022/02"	53	Not Applicable	Not Applicable
	"Jackson County, IN"	"18071"	"Mar., 2022 (provisional)"	"2022/03"	41	Not Applicable	Not Applicable
	"Jasper County, IN"	"18073"	"Jan., 2022 (provisional)"	"2022/01"	61	Not Applicable	Not Applicable
	"Jasper County, IN"	"18073"	"Feb., 2022 (provisional)"	"2022/02"	37	Not Applicable	Not Applicable
	"Jasper County, IN"	"18073"	"Mar., 2022 (provisional)"	"2022/03"	30	Not Applicable	Not Applicable
	"Jay County, IN"	"18075"	"Jan., 2022 (provisional)"	"2022/01"	26	Not Applicable	Not Applicable
	"Jay County, IN"	"18075"	"Feb., 2022 (provisional)"	"2022/02"	22	Not Applicable	Not Applicable
	"Jay County, IN"	"18075"	"Mar., 2022 (provisional)"	"2022/03"	23	Not Applicable	Not Applicable
	"Jefferson County, IN"	"18077"	"Jan., 2022 (provisional)"	"2022/01"	67	Not Applicable	Not Applicable
	"Jefferson County, IN"	"18077"	"Feb., 2022 (provisional)"	"2022/02"	46	Not Applicable	Not Applicable
	"Jefferson County, IN"	"18077"	"Mar., 2022 (provisional)"	"2022/03"	30	Not Applicable	Not Applicable
	"Jefferson County, IN"	"18077"	"Apr., 2022 (provisional and partial)"	"2022/04"	12	Not Applicable	Not Applicable
	"Jennings County, IN"	"18079"	"Jan., 2022 (provisional)"	"2022/01"	43	Not Applicable	Not Applicable
	"Jennings County, IN"	"18079"	"Feb., 2022 (provisional)"	"2022/02"	39	Not Applicable	Not Applicable
	"Jennings County, IN"	"18079"	"Mar., 2022 (provisional)"	"2022/03"	23	Not Applicable	Not Applicable
	"Johnson County, IN"	"18081"	"Jan., 2022 (provisional)"	"2022/01"	178	Not Applicable	Not Applicable
	"Johnson County, IN"	"18081"	"Feb., 2022 (provisional)"	"2022/02"	161	Not Applicable	Not Applicable
	"Johnson County, IN"	"18081"	"Mar., 2022 (provisional)"	"2022/03"	121	Not Applicable	Not Applicable
	"Johnson County, IN"	"18081"	"Apr., 2022 (provisional and partial)"	"2022/04"	26	Not Applicable	Not Applicable
	"Knox County, IN"	"18083"	"Jan., 2022 (provisional)"	"2022/01"	53	Not Applicable	Not Applicable
	"Knox County, IN"	"18083"	"Feb., 2022 (provisional)"	"2022/02"	57	Not Applicable	Not Applicable
	"Knox County, IN"	"18083"	"Mar., 2022 (provisional)"	"2022/03"	32	Not Applicable	Not Applicable
	"Kosciusko County, IN"	"18085"	"Jan., 2022 (provisional)"	"2022/01"	106	Not Applicable	Not Applicable
	"Kosciusko County, IN"	"18085"	"Feb., 2022 (provisional)"	"2022/02"	68	Not Applicable	Not Applicable
	"Kosciusko County, IN"	"18085"	"Mar., 2022 (provisional)"	"2022/03"	58	Not Applicable	Not Applicable
	"Kosciusko County, IN"	"18085"	"Apr., 2022 (provisional and partial)"	"2022/04"	13	Not Applicable	Not Applicable
	"Lagrange County, IN"	"18087"	"Jan., 2022 (provisional)"	"2022/01"	28	Not Applicable	Not Applicable
	"Lagrange County, IN"	"18087"	"Feb., 2022 (provisional)"	"2022/02"	34	Not Applicable	Not Applicable
	"Lagrange County, IN"	"18087"	"Mar., 2022 (provisional)"	"2022/03"	19	Not Applicable	Not Applicable
	"Lake County, IN"	"18089"	"Jan., 2022 (provisional)"	"2022/01"	768	Not Applicable	Not Applicable
	"Lake County, IN"	"18089"	"Feb., 2022 (provisional)"	"2022/02"	504	Not Applicable	Not Applicable
	"Lake County, IN"	"18089"	"Mar., 2022 (provisional)"	"2022/03"	410	Not Applicable	Not Applicable
	"Lake County, IN"	"18089"	"Apr., 2022 (provisional and partial)"	"2022/04"	90	Not Applicable	Not Applicable
	"La Porte County, IN"	"18091"	"Jan., 2022 (provisional)"	"2022/01"	177	Not Applicable	Not Applicable
	"La Porte County, IN"	"18091"	"Feb., 2022 (provisional)"	"2022/02"	137	Not Applicable	Not Applicable
	"La Porte County, IN"	"18091"	"Mar., 2022 (provisional)"	"2022/03"	86	Not Applicable	Not Applicable
	"La Porte County, IN"	"18091"	"Apr., 2022 (provisional and partial)"	"2022/04"	23	Not Applicable	Not Applicable
	"Lawrence County, IN"	"18093"	"Jan., 2022 (provisional)"	"2022/01"	69	Not Applicable	Not Applicable
	"Lawrence County, IN"	"18093"	"Feb., 2022 (provisional)"	"2022/02"	71	Not Applicable	Not Applicable
	"Lawrence County, IN"	"18093"	"Mar., 2022 (provisional)"	"2022/03"	45	Not Applicable	Not Applicable
	"Madison County, IN"	"18095"	"Jan., 2022 (provisional)"	"2022/01"	218	Not Applicable	Not Applicable
	"Madison County, IN"	"18095"	"Feb., 2022 (provisional)"	"2022/02"	148	Not Applicable	Not Applicable
	"Madison County, IN"	"18095"	"Mar., 2022 (provisional)"	"2022/03"	124	Not Applicable	Not Applicable
	"Madison County, IN"	"18095"	"Apr., 2022 (provisional and partial)"	"2022/04"	27	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"Jan., 2022 (provisional)"	"2022/01"	1093	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"Feb., 2022 (provisional)"	"2022/02"	767	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"Mar., 2022 (provisional)"	"2022/03"	603	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"Apr., 2022 (provisional and partial)"	"2022/04"	148	Not Applicable	Not Applicable
	"Marshall County, IN"	"18099"	"Jan., 2022 (provisional)"	"2022/01"	66	Not Applicable	Not Applicable
	"Marshall County, IN"	"18099"	"Feb., 2022 (provisional)"	"2022/02"	43	Not Applicable	Not Applicable
	"Marshall County, IN"	"18099"	"Mar., 2022 (provisional)"	"2022/03"	37	Not Applicable	Not Applicable
	"Martin County, IN"	"18101"	"Jan., 2022 (provisional)"	"2022/01"	13	Not Applicable	Not Applicable
	"Martin County, IN"	"18101"	"Feb., 2022 (provisional)"	"2022/02"	13	Not Applicable	Not Applicable
	"Miami County, IN"	"18103"	"Jan., 2022 (provisional)"	"2022/01"	57	Not Applicable	Not Applicable
	"Miami County, IN"	"18103"	"Feb., 2022 (provisional)"	"2022/02"	27	Not Applicable	Not Applicable
	"Miami County, IN"	"18103"	"Mar., 2022 (provisional)"	"2022/03"	32	Not Applicable	Not Applicable
	"Monroe County, IN"	"18105"	"Jan., 2022 (provisional)"	"2022/01"	89	Not Applicable	Not Applicable
	"Monroe County, IN"	"18105"	"Feb., 2022 (provisional)"	"2022/02"	101	Not Applicable	Not Applicable
	"Monroe County, IN"	"18105"	"Mar., 2022 (provisional)"	"2022/03"	73	Not Applicable	Not Applicable
	"Monroe County, IN"	"18105"	"Apr., 2022 (provisional and partial)"	"2022/04"	25	Not Applicable	Not Applicable
	"Montgomery County, IN"	"18107"	"Jan., 2022 (provisional)"	"2022/01"	64	Not Applicable	Not Applicable
	"Montgomery County, IN"	"18107"	"Feb., 2022 (provisional)"	"2022/02"	47	Not Applicable	Not Applicable
	"Montgomery County, IN"	"18107"	"Mar., 2022 (provisional)"	"2022/03"	37	Not Applicable	Not Applicable
	"Montgomery County, IN"	"18107"	"Apr., 2022 (provisional and partial)"	"2022/04"	10	Not Applicable	Not Applicable
	"Morgan County, IN"	"18109"	"Jan., 2022 (provisional)"	"2022/01"	101	Not Applicable	Not Applicable
	"Morgan County, IN"	"18109"	"Feb., 2022 (provisional)"	"2022/02"	86	Not Applicable	Not Applicable
	"Morgan County, IN"	"18109"	"Mar., 2022 (provisional)"	"2022/03"	68	Not Applicable	Not Applicable
	"Morgan County, IN"	"18109"	"Apr., 2022 (provisional and partial)"	"2022/04"	12	Not Applicable	Not Applicable
	"Newton County, IN"	"18111"	"Jan., 2022 (provisional)"	"2022/01"	28	Not Applicable	Not Applicable
	"Newton County, IN"	"18111"	"Feb., 2022 (provisional)"	"2022/02"	13	Not Applicable	Not Applicable
	"Newton County, IN"	"18111"	"Mar., 2022 (provisional)"	"2022/03"	10	Not Applicable	Not Applicable
	"Noble County, IN"	"18113"	"Jan., 2022 (provisional)"	"2022/01"	51	Not Applicable	Not Applicable
	"Noble County, IN"	"18113"	"Feb., 2022 (provisional)"	"2022/02"	38	Not Applicable	Not Applicable
	"Noble County, IN"	"18113"	"Mar., 2022 (provisional)"	"2022/03"	46	Not Applicable	Not Applicable
	"Ohio County, IN"	"18115"	"Mar., 2022 (provisional)"	"2022/03"	17	Not Applicable	Not Applicable
	"Orange County, IN"	"18117"	"Jan., 2022 (provisional)"	"2022/01"	33	Not Applicable	Not Applicable
	"Orange County, IN"	"18117"	"Feb., 2022 (provisional)"	"2022/02"	22	Not Applicable	Not Applicable
	"Orange County, IN"	"18117"	"Mar., 2022 (provisional)"	"2022/03"	21	Not Applicable	Not Applicable
	"Owen County, IN"	"18119"	"Jan., 2022 (provisional)"	"2022/01"	36	Not Applicable	Not Applicable
	"Owen County, IN"	"18119"	"Feb., 2022 (provisional)"	"2022/02"	17	Not Applicable	Not Applicable
	"Owen County, IN"	"18119"	"Mar., 2022 (provisional)"	"2022/03"	18	Not Applicable	Not Applicable
	"Parke County, IN"	"18121"	"Jan., 2022 (provisional)"	"2022/01"	22	Not Applicable	Not Applicable
	"Parke County, IN"	"18121"	"Feb., 2022 (provisional)"	"2022/02"	18	Not Applicable	Not Applicable
	"Parke County, IN"	"18121"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"Perry County, IN"	"18123"	"Jan., 2022 (provisional)"	"2022/01"	21	Not Applicable	Not Applicable
	"Perry County, IN"	"18123"	"Feb., 2022 (provisional)"	"2022/02"	16	Not Applicable	Not Applicable
	"Perry County, IN"	"18123"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Pike County, IN"	"18125"	"Jan., 2022 (provisional)"	"2022/01"	23	Not Applicable	Not Applicable
	"Pike County, IN"	"18125"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Porter County, IN"	"18127"	"Jan., 2022 (provisional)"	"2022/01"	212	Not Applicable	Not Applicable
	"Porter County, IN"	"18127"	"Feb., 2022 (provisional)"	"2022/02"	141	Not Applicable	Not Applicable
	"Porter County, IN"	"18127"	"Mar., 2022 (provisional)"	"2022/03"	136	Not Applicable	Not Applicable
	"Porter County, IN"	"18127"	"Apr., 2022 (provisional and partial)"	"2022/04"	37	Not Applicable	Not Applicable
	"Posey County, IN"	"18129"	"Jan., 2022 (provisional)"	"2022/01"	30	Not Applicable	Not Applicable
	"Posey County, IN"	"18129"	"Feb., 2022 (provisional)"	"2022/02"	24	Not Applicable	Not Applicable
	"Posey County, IN"	"18129"	"Mar., 2022 (provisional)"	"2022/03"	21	Not Applicable	Not Applicable
	"Pulaski County, IN"	"18131"	"Jan., 2022 (provisional)"	"2022/01"	33	Not Applicable	Not Applicable
	"Pulaski County, IN"	"18131"	"Feb., 2022 (provisional)"	"2022/02"	17	Not Applicable	Not Applicable
	"Pulaski County, IN"	"18131"	"Mar., 2022 (provisional)"	"2022/03"	10	Not Applicable	Not Applicable
	"Putnam County, IN"	"18133"	"Jan., 2022 (provisional)"	"2022/01"	60	Not Applicable	Not Applicable
	"Putnam County, IN"	"18133"	"Feb., 2022 (provisional)"	"2022/02"	42	Not Applicable	Not Applicable
	"Putnam County, IN"	"18133"	"Mar., 2022 (provisional)"	"2022/03"	33	Not Applicable	Not Applicable
	"Randolph County, IN"	"18135"	"Jan., 2022 (provisional)"	"2022/01"	54	Not Applicable	Not Applicable
	"Randolph County, IN"	"18135"	"Feb., 2022 (provisional)"	"2022/02"	33	Not Applicable	Not Applicable
	"Randolph County, IN"	"18135"	"Mar., 2022 (provisional)"	"2022/03"	22	Not Applicable	Not Applicable
	"Randolph County, IN"	"18135"	"Apr., 2022 (provisional and partial)"	"2022/04"	11	Not Applicable	Not Applicable
	"Ripley County, IN"	"18137"	"Jan., 2022 (provisional)"	"2022/01"	48	Not Applicable	Not Applicable
	"Ripley County, IN"	"18137"	"Feb., 2022 (provisional)"	"2022/02"	38	Not Applicable	Not Applicable
	"Ripley County, IN"	"18137"	"Mar., 2022 (provisional)"	"2022/03"	22	Not Applicable	Not Applicable
	"Rush County, IN"	"18139"	"Jan., 2022 (provisional)"	"2022/01"	33	Not Applicable	Not Applicable
	"Rush County, IN"	"18139"	"Feb., 2022 (provisional)"	"2022/02"	22	Not Applicable	Not Applicable
	"Rush County, IN"	"18139"	"Mar., 2022 (provisional)"	"2022/03"	17	Not Applicable	Not Applicable
	"St. Joseph County, IN"	"18141"	"Jan., 2022 (provisional)"	"2022/01"	310	Not Applicable	Not Applicable
	"St. Joseph County, IN"	"18141"	"Feb., 2022 (provisional)"	"2022/02"	235	Not Applicable	Not Applicable
	"St. Joseph County, IN"	"18141"	"Mar., 2022 (provisional)"	"2022/03"	216	Not Applicable	Not Applicable
	"St. Joseph County, IN"	"18141"	"Apr., 2022 (provisional and partial)"	"2022/04"	50	Not Applicable	Not Applicable
	"Scott County, IN"	"18143"	"Jan., 2022 (provisional)"	"2022/01"	51	Not Applicable	Not Applicable
	"Scott County, IN"	"18143"	"Feb., 2022 (provisional)"	"2022/02"	30	Not Applicable	Not Applicable
	"Scott County, IN"	"18143"	"Mar., 2022 (provisional)"	"2022/03"	38	Not Applicable	Not Applicable
	"Shelby County, IN"	"18145"	"Jan., 2022 (provisional)"	"2022/01"	47	Not Applicable	Not Applicable
	"Shelby County, IN"	"18145"	"Feb., 2022 (provisional)"	"2022/02"	45	Not Applicable	Not Applicable
	"Shelby County, IN"	"18145"	"Mar., 2022 (provisional)"	"2022/03"	40	Not Applicable	Not Applicable
	"Shelby County, IN"	"18145"	"Apr., 2022 (provisional and partial)"	"2022/04"	11	Not Applicable	Not Applicable
	"Spencer County, IN"	"18147"	"Jan., 2022 (provisional)"	"2022/01"	12	Not Applicable	Not Applicable
	"Spencer County, IN"	"18147"	"Feb., 2022 (provisional)"	"2022/02"	20	Not Applicable	Not Applicable
	"Spencer County, IN"	"18147"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"Starke County, IN"	"18149"	"Jan., 2022 (provisional)"	"2022/01"	31	Not Applicable	Not Applicable
	"Starke County, IN"	"18149"	"Feb., 2022 (provisional)"	"2022/02"	35	Not Applicable	Not Applicable
	"Starke County, IN"	"18149"	"Mar., 2022 (provisional)"	"2022/03"	21	Not Applicable	Not Applicable
	"Steuben County, IN"	"18151"	"Jan., 2022 (provisional)"	"2022/01"	41	Not Applicable	Not Applicable
	"Steuben County, IN"	"18151"	"Feb., 2022 (provisional)"	"2022/02"	40	Not Applicable	Not Applicable
	"Steuben County, IN"	"18151"	"Mar., 2022 (provisional)"	"2022/03"	40	Not Applicable	Not Applicable
	"Sullivan County, IN"	"18153"	"Jan., 2022 (provisional)"	"2022/01"	19	Not Applicable	Not Applicable
	"Sullivan County, IN"	"18153"	"Feb., 2022 (provisional)"	"2022/02"	19	Not Applicable	Not Applicable
	"Sullivan County, IN"	"18153"	"Mar., 2022 (provisional)"	"2022/03"	20	Not Applicable	Not Applicable
	"Switzerland County, IN"	"18155"	"Jan., 2022 (provisional)"	"2022/01"	12	Not Applicable	Not Applicable
	"Switzerland County, IN"	"18155"	"Feb., 2022 (provisional)"	"2022/02"	19	Not Applicable	Not Applicable
	"Tippecanoe County, IN"	"18157"	"Jan., 2022 (provisional)"	"2022/01"	152	Not Applicable	Not Applicable
	"Tippecanoe County, IN"	"18157"	"Feb., 2022 (provisional)"	"2022/02"	115	Not Applicable	Not Applicable
	"Tippecanoe County, IN"	"18157"	"Mar., 2022 (provisional)"	"2022/03"	84	Not Applicable	Not Applicable
	"Tippecanoe County, IN"	"18157"	"Apr., 2022 (provisional and partial)"	"2022/04"	19	Not Applicable	Not Applicable
	"Tipton County, IN"	"18159"	"Jan., 2022 (provisional)"	"2022/01"	26	Not Applicable	Not Applicable
